Kingdom	Phylum	Class	Order	Family	Genus	Species
asv1243	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
asv1244	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
asv1245	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
asv1246	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
asv1247	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
asv1248	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
asv1249	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga	NA
asv1250	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
asv1251	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
asv1252	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
asv1253	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
asv1254	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
asv1255	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	NA
asv1256	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
asv1257	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	NA
asv1258	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Milano-WF1B-03	NA
asv1259	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
asv1260	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv1261	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA
asv1262	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75 clade	NA
asv1263	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
asv1264	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
asv1265	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group	NA
asv1266	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans	NA
asv1267	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	NA
asv1268	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
asv1269	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
asv1270	Bacteria	Gemmatimonadota	NA	NA	NA	NA	NA
asv1271	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	composti
asv1272	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade	NA
asv1273	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Halocynthiibacter	arcticus
asv1274	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA	NA
asv1275	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
asv1276	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	NA	NA
asv1277	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA
asv1278	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
asv1279	Bacteria	Marinimicrobia (SAR406 clade)	NA	NA	NA	NA	NA
asv1280	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
asv1281	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC AAA164-E04	NA
asv1282	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB	NA
asv1283	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
asv1284	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
asv1285	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	SZB85	NA
asv1286	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB	NA
asv1287	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
asv1288	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA	NA
asv1289	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	NA
asv1290	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
asv1291	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	NA
asv1292	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	NA
asv1293	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Arsenicitalea	NA
asv1294	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Sediminicola	luteus
asv1295	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
asv1296	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
asv1297	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	NA
asv1298	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
asv1299	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv1300	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
asv1301	Bacteria	Armatimonadota	NA	NA	NA	NA	NA
asv1302	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	NA	NA
asv1303	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA	NA
asv1304	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	NA
asv1305	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
asv1306	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
asv1307	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5 marine group	NA
asv1308	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arcticiflavibacter	NA
asv1309	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv1310	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	NA
asv1311	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
asv1312	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
asv1313	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
asv1314	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
asv1315	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Marimicrobium	NA
asv1316	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv1317	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	NA
asv1318	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA
asv1319	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
asv1320	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv1321	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Arsenicitalea	NA
asv1322	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
asv1323	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	NA
asv1324	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA	NA
asv1325	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA
asv1326	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Oleiphilus	NA
asv1327	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium	NA
asv1328	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
asv1329	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
asv1330	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesia	NA
asv1331	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
asv1332	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
asv1333	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv1334	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Taeseokella	NA
asv1335	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Reinekea	forsetii
asv1336	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	NA
asv1337	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
asv1338	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
asv1339	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	marinus
asv1340	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] brachy group	NA
asv1341	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
asv1342	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	NA
asv1343	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	NA	NA
asv1344	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	psychrophila
asv1345	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA
asv1346	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
asv1347	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA
asv1348	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade	NA	NA
asv1349	Bacteria	Actinobacteriota	Thermoleophilia	NA	NA	NA	NA
asv1350	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
asv1351	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	macleodii
asv1352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	NA
asv1353	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
asv1354	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA
asv1355	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria	NA
asv1356	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	NA
asv1357	Bacteria	Proteobacteria	Alphaproteobacteria	Zavarziniales	NA	NA	NA
asv1358	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
asv1359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	NA
asv1360	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
asv1361	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	NA
asv1362	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
asv1363	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
asv1364	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	NA	NA
asv1365	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv1366	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
asv1367	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	NA
asv1368	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	NA
asv1369	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus Actinomarina	NA
asv1370	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
asv1371	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
asv1372	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA	NA
asv1373	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
asv1374	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA
asv1375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
asv1376	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA
asv1377	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
asv1378	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	titanicae
asv1379	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	SAR86 clade	NA	NA
asv1380	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	NA
asv1381	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA	NA
asv1382	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	NA
asv1383	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA
asv1384	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
asv1385	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA
asv1386	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
asv1387	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
asv1388	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
asv1389	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
asv1390	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Oleispira	NA
asv1391	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA
asv1392	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA	NA
asv1393	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	NA
asv1394	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
asv1395	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
asv1396	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	NA
asv1397	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA	NA
asv1398	Bacteria	Actinobacteriota	Thermoleophilia	NA	NA	NA	NA
asv1399	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
asv1400	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA
asv1401	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv1402	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
asv1403	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
asv1404	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
asv1405	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	NA
asv1406	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv1407	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
asv1408	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	RS62 marine group	NA
asv1409	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
asv1410	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	NA	NA
asv1411	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
asv1412	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
asv1413	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	arctica
asv1414	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
asv1415	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA
asv1416	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
asv1417	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	NA
asv1418	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	NA
asv1419	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
asv1420	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv1421	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	NA	NA
asv1422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
asv1423	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
asv1424	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	NA	NA
asv1425	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
asv1426	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	NA
asv1427	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA	NA
asv1428	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
asv1429	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ercella	NA
asv1430	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA
asv1431	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA	NA
asv1432	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Kangiellaceae	NA	NA
asv1433	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
asv1434	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
asv1435	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
asv1436	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Reinekea	NA
asv1437	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	NA	NA	NA
asv1438	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
asv1439	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
asv1440	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	IS-44	NA
asv1441	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
asv1442	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
asv1443	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
asv1444	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	NA
asv1445	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv1446	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
asv1447	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Colwellia	NA
asv1448	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
asv1449	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Psychrobium	NA
asv1450	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA	NA
asv1451	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
asv1452	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv1453	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA
asv1454	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	dilutus
asv1455	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	NA	NA	NA
asv1456	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	JL-ETNP-F27	NA
asv1457	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
asv1458	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
asv1459	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	NA
asv1460	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
asv1461	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	NA	NA
asv1462	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
asv1463	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
asv1464	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	crassostreae
asv1465	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
asv1466	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade IV	NA	NA
asv1467	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
asv1468	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	NA
asv1469	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	NA
asv1470	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
asv1471	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13	bowmanii
asv1472	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv1473	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
asv1474	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
asv1475	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Colwellia	psychrerythraea
asv1476	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
asv1477	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	NA
asv1478	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13	NA
asv1479	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
asv1480	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902	NA
asv1481	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
asv1482	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	NA
asv1483	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv1484	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	NA
asv1485	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	NA
asv1486	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
asv1487	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
asv1488	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
asv1489	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
asv1490	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia	NA
asv1491	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
asv1492	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
asv1493	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	NA
asv1494	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	fortuitum
asv1495	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella	NA
asv1496	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	NA
asv1497	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	NA
asv1498	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter	NA
asv1499	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
asv1500	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
asv1501	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatiyoonia	NA
asv1502	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	Porticoccus	NA
asv1503	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	NA
asv1504	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
asv1505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	NA	NA
