Manuel-Ruben-PF2-solid_clip	s-MPFSW1_clip	s-MPFSW2_clip	s-MPFSW3_clip	s-Mst-SWPF1_clip	s-Mst-SWPF2_clip	s-PFSW1_clip	s-PFSW10_clip	s-PFSW11_clip	s-PFSW12_clip	s-PFSW13_clip	s-PFSW14_clip	s-PFSW15_clip	s-PFSW16_clip	s-PFSW17_clip	s-PFSW18_clip	s-PFSW19_clip	s-PFSW2_clip	s-PFSW20_clip	s-PFSW3_clip	s-PFSW4_clip	s-PFSW5_clip	s-PFSW6_clip	s-PFSW7_clip	s-PFSW8_clip	s-PFSW9_clip	s-st-SWPF1_clip	s-st-SWPF2_clip	s-st-SWPF3_clip	s-st-SWPF4_clip	s-st-SWPF5_clip	s-st-SWPF6_clip	w-AT-112-1-MRFilter1_clip	w-AT-112-1-MRFilter2_clip	w-AT-114-1-MRFilter1_clip	w-AT-114-1-MRFilter2_clip	w-MPFSW1_clip	w-MPFSW2_clip	w-MPFSW3_clip	w-Mst-SW1_clip	w-Mst-SW2_clip	w-Mst-SWPF1_clip	w-Mst-SWPF2_clip	w-negativ-25c_clip	w-negativ-30c_clip	w-OriginalSW1_clip	w-OriginalSW2_clip	w-OriginalSW3_clip	w-PFSW1_clip	w-PFSW10_clip	w-PFSW11_clip	w-PFSW12_clip	w-PFSW13_clip	w-PFSW14_clip	w-PFSW15_clip	w-PFSW16_clip	w-PFSW17_clip	w-PFSW18_clip	w-PFSW19_clip	w-PFSW2_clip	w-PFSW20_clip	w-PFSW3_clip	w-PFSW4_clip	w-PFSW5_clip	w-PFSW6_clip	w-PFSW7_clip	w-PFSW8_clip	w-PFSW9_clip	w-st-SW1_clip	w-st-SW2_clip	w-st-SW3_clip	w-st-SW4_clip	w-st-SW5_clip	w-st-SW6_clip	w-st-SWPF1_clip	w-st-SWPF2_clip	w-st-SWPF3_clip	w-st-SWPF4_clip	w-st-SWPF5_clip	w-st-SWPF6_clip
asv2070	8	1	2	0	1	0	37	5	1	1	0	2	0	0	1	0	1	14	0	17	6	0	3	1	2	2	10	4	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2071	7	0	0	0	0	1	8	2	1	2	0	0	3	2	0	2	0	16	1	13	3	4	0	7	6	1	25	8	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	6	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv2072	0	3	4	3	0	0	0	0	0	0	0	0	0	1	14	7	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	30	14	17	21	0	0	1	0	0	0	0	0	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2073	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	73	29	4	1	0	0	0	0	0	0	0	0	0	5	5	6	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	4	0	1	0	0	0	0	0	0	0	0	0	22	25	28	11	0	2	0	0	0	0	0	0	0	0	10	0	15	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
asv2075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	4	8	0	0	0	0	0	0	0	0	0	21	11	23	4	1	0	0	0	0	0	0	0	0	0	7	0	6	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	7	9	0	0	0	0	0	0	0	0	0	19	17	18	3	0	0	0	0	0	0	0	0	0	0	5	0	9	2	1	0	0	1	0	0	0	0	6	2	0	0	0	0	0	0	0
asv2077	19	0	1	0	1	0	14	2	3	0	2	0	0	1	0	0	0	15	1	15	5	4	7	6	2	5	11	5	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2078	15	2	1	0	0	3	6	4	0	2	3	1	0	1	2	0	2	25	0	8	3	2	0	6	2	1	21	5	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv2079	14	4	2	1	2	0	10	9	1	1	1	0	4	0	2	0	1	22	1	12	2	5	3	11	5	2	11	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2080	0	36	0	13	1	0	0	0	0	0	0	0	2	1	0	26	29	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2081	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	19	17	6	8	0	3	0	0	0	0	0	0	0	19	14	14	6	0	0	0	1	0	0	0	0	0	0	4	0	8	1	1	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1
asv2082	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	60	50	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
asv2083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	36	0	3	0	0	0	0	0	0	0	0	0	15	25	20	5	0	0	0	0	0	0	0	0	0	0	4	0	5	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
asv2084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0
asv2085	19	1	1	4	0	1	10	2	0	4	1	0	0	1	1	1	2	7	0	9	2	3	2	6	2	2	12	9	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2086	14	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	23	0	16	6	2	0	2	0	0	30	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2087	8	2	2	0	0	1	12	3	2	1	2	1	3	3	5	5	1	11	0	10	4	4	0	8	4	3	14	7	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2088	6	1	2	2	3	1	4	1	2	1	3	2	0	1	4	0	2	12	0	21	6	3	2	4	3	3	11	6	5	9	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2089	0	9	5	19	0	0	0	0	0	1	0	1	6	6	8	13	32	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
asv2090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	30	70	9	11	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2091	8	1	0	0	0	2	1	3	2	2	0	0	4	3	1	0	0	11	0	4	2	1	1	1	1	7	6	6	3	1	3	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	2	0	1	0	0	0	16	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2092	7	5	3	0	0	1	16	9	1	12	1	0	0	1	4	0	1	18	0	10	8	3	4	0	2	2	6	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2093	0	3	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42	29	8	22	0	0	0	0	0	0	0	0	0	1	6	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2094	0	0	4	3	0	0	0	9	8	3	2	0	2	0	2	4	5	0	5	0	1	3	0	1	7	5	0	0	0	0	0	1	12	14	3	5	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0
asv2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26	66	6	10	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2096	23	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	15	0	17	7	4	2	1	0	0	19	7	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2097	16	2	1	0	0	2	7	3	0	2	0	3	1	1	1	2	2	17	0	17	9	3	2	3	4	2	6	4	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2098	14	0	1	1	3	1	12	1	1	1	1	0	0	0	1	2	2	13	1	10	4	0	4	1	6	4	21	7	8	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2099	10	2	0	0	1	3	3	0	4	1	1	3	4	0	6	1	2	12	0	10	8	4	1	4	2	4	15	8	6	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2100	9	1	1	1	1	1	9	1	0	2	1	0	0	0	3	5	0	15	2	18	7	8	0	5	3	2	10	3	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2101	9	0	1	0	1	1	12	5	5	1	0	1	2	0	2	0	3	18	0	12	5	4	0	1	3	1	21	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2102	8	0	1	0	1	1	16	4	3	0	0	3	0	3	1	1	2	23	0	14	2	4	0	3	5	2	13	5	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2103	5	0	0	1	1	0	24	0	0	0	0	0	0	0	0	0	0	17	1	27	6	2	5	3	1	0	22	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2104	19	0	0	0	1	1	10	0	1	2	3	0	0	1	0	2	2	14	0	9	1	3	3	3	3	0	11	13	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2105	16	0	0	1	0	0	13	2	2	0	0	1	0	0	0	0	0	14	0	13	3	3	1	3	0	0	17	7	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	1	0	0	0	0	7	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2106	16	1	0	0	0	0	6	1	0	0	2	1	0	1	1	0	2	17	0	17	5	3	3	3	4	4	21	8	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2107	11	4	0	0	2	2	17	2	4	4	2	4	3	2	2	1	1	13	1	12	3	1	3	3	0	3	13	4	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2108	9	0	0	0	0	0	17	2	0	1	0	0	1	0	3	2	1	20	1	8	5	6	0	3	2	1	25	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2109	7	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	14	0	26	9	2	6	2	0	1	15	12	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	7	9	0	4	3	2	0	0	0	0	0	13	20	18	5	0	0	2	1	0	0	0	0	1	0	1	2	9	1	0	5	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
asv2111	13	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	5	0	12	7	1	0	2	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	6	0	14	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0
asv2112	9	0	0	1	2	0	5	4	1	4	0	3	2	2	2	2	7	11	1	7	10	1	1	0	2	2	9	6	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2113	9	0	0	1	1	5	9	2	2	5	0	1	2	1	0	2	0	15	0	10	2	2	4	3	3	1	16	5	4	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	29	32	25	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2116	21	0	1	3	1	1	11	1	3	1	0	0	3	1	2	4	3	10	1	11	3	8	3	1	3	2	14	2	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2117	15	0	0	0	0	0	6	1	1	0	1	0	1	0	0	0	1	18	0	15	2	6	2	2	1	0	14	10	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2118	14	1	0	0	0	1	16	1	0	1	1	1	0	2	1	3	0	9	1	18	7	5	2	2	4	2	17	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2119	10	0	0	2	1	2	7	0	0	0	5	0	4	1	2	2	1	7	1	6	3	0	1	4	4	0	14	4	7	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	15	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2120	10	1	0	0	0	0	12	0	1	4	1	1	1	0	5	1	2	13	4	18	3	3	1	0	0	1	13	3	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2121	9	0	1	1	4	1	6	1	2	0	0	5	1	0	2	0	1	7	1	5	4	1	1	6	3	2	9	6	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	14	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2122	7	2	1	1	0	3	4	6	1	1	0	0	2	1	1	6	4	14	1	8	6	10	3	3	4	1	7	4	6	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2123	6	2	0	1	0	3	11	2	1	1	1	1	1	0	1	2	2	13	0	16	2	3	1	2	3	4	30	3	2	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2124	2	0	0	1	3	3	23	6	1	1	2	2	3	0	3	5	1	7	2	8	6	3	0	4	5	5	6	3	2	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2125	0	10	11	0	0	0	0	0	0	0	4	0	4	0	16	13	15	0	4	0	0	27	1	7	0	7	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2126	0	9	5	3	0	0	0	0	0	0	1	7	0	3	46	6	22	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	3	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2127	0	2	3	4	0	0	0	0	0	0	0	4	11	20	8	3	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	9	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
asv2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	14	47	53	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	4	0	0	1	0	0	0	0	0	0	18	24	30	8	0	0	1	0	0	0	0	0	0	0	9	0	8	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22	3	7	0	0	0	0	0	0	0	0	0	16	14	18	6	0	0	1	0	0	0	0	0	0	0	12	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2131	18	0	2	0	1	0	6	0	0	1	0	1	1	1	3	0	1	8	0	17	3	3	1	7	4	2	14	5	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	6	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2132	11	5	0	0	1	0	9	3	1	3	1	0	1	1	0	2	0	17	1	6	3	3	2	3	4	2	15	4	2	1	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
asv2133	7	0	0	2	0	4	7	0	2	1	1	0	1	0	4	1	1	8	1	7	5	2	6	1	5	1	22	8	3	5	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2134	0	0	0	26	0	0	0	0	0	0	0	0	0	0	78	5	3	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	73	4	19	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	42	5	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2137	12	2	1	1	0	0	11	2	1	1	3	0	0	0	3	2	1	19	1	9	3	1	2	5	6	0	13	4	3	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2138	11	0	0	0	1	0	11	0	1	2	0	1	1	0	2	1	0	20	0	12	0	3	2	21	9	1	10	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2139	10	1	2	1	0	0	3	3	1	2	0	0	4	1	0	0	1	10	1	7	2	3	1	6	2	0	5	3	0	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	1	0	0	0	0	1	0	0	0	10	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
asv2140	9	2	0	0	0	1	6	1	2	0	2	2	2	1	6	8	4	5	3	10	7	8	1	2	2	0	11	3	3	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2141	5	2	3	0	1	5	4	6	2	1	2	6	2	1	3	1	1	11	3	3	5	9	7	8	3	1	8	4	6	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2142	5	3	0	3	2	1	7	2	5	1	3	1	1	1	1	2	4	2	0	8	0	7	2	4	4	1	13	3	1	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	1	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	10	13	8	1	27	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	21	14	5	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2144	13	2	0	2	0	2	11	1	2	0	0	0	0	0	1	5	1	14	0	13	6	3	2	2	3	0	3	9	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2145	12	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	11	0	16	6	3	2	4	0	0	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	7	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2146	11	0	0	1	4	1	21	4	1	1	1	0	4	0	2	0	3	13	0	16	6	3	0	1	3	0	13	4	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv2147	5	0	2	1	0	2	16	5	1	3	2	3	5	2	0	2	0	8	0	11	4	7	1	3	2	4	12	7	2	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
